"Highest.Charting.Position","Song.Name","Streams","Artist","Artist.Followers","Genre","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Valence","Chord","Weeks.Charting","Duration.ms"
25,"Paradise (feat. Dermot Kennedy)",5693848,"MEDUZA",441674,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",85,0.632,0.595,-7.644,0.0401,0.0689,0.209,124.114,0.435,"G#/Ab",39,167903
13,"goosebumps",5691540,"Travis Scott",17719446,"['rap', 'slap house']",87,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,0.808,"C#/Db",83,162803
90,"Wasted Love (feat. Lagique)",5690260,"Ofenbach",432581,"['edm', 'new french touch', 'pop dance', 'tropical house']",85,0.734,0.855,-4.578,0.135,0.0821,0.0901,121.955,0.54,"F#/Gb",18,139563
100,"KESI - Remix",5682062,"Camilo, Shawn Mendes",10561047,"['colombian pop', 'reggaeton colombiano']",83,0.871,0.815,-4.439,0.0477,0.127,0.094,122.959,0.823,"E",2,176575
59,"Shallow",5672480,"Lady Gaga, Bradley Cooper",18572085,"['dance pop', 'pop', 'post-teen pop']",83,0.572,0.385,-6.362,0.0308,0.371,0.231,95.799,0.323,"G",83,215733
110,"Tell Em",5668576,"Cochise, $NOT",159647,"['plugg', 'vapor trap', 'viral rap']",85,0.672,0.717,-7.476,0.226,0.103,0.398,157.905,0.473,"F",9,180380
103,"Não, Não Vou",5652272,"Mari Fernandez",15889,"[]",84,0.631,0.861,-1.891,0.0424,0.427,0.215,149.95,0.822,"B",5,173038
147,"Counting Stars",5647568,"OneRepublic",12169108,"['dance pop', 'piano rock', 'pop', 'pop rock']",74,0.664,0.705,-4.972,0.0382,0.0654,0.115,122.017,0.477,"C#/Db",24,257840
121,"Yellow",5628703,"Coldplay",31151294,"['permanent wave', 'pop']",85,0.429,0.661,-7.227,0.0281,0.00239,0.234,173.372,0.285,"B",32,266773
153,"Como Si No Importara",5627257,"Emilia, Duki",205590,"[]",83,0.843,0.534,-6.658,0.142,0.467,0.0984,94.984,0.528,"C#/Db",1,173053
154,"Se For Amor",5618268,"João Gomes, Vitor Fernandes",409173,"[]",81,0.667,0.899,-4.402,0.0322,0.423,0.332,147.962,0.835,"B",1,239928
142,"Wake Me Up",5607285,"Avicii",20270895,"['dance pop', 'edm', 'pop', 'pop dance']",84,0.532,0.783,-5.697,0.0523,0.0038,0.161,124.08,0.643,"D",23,247427
128,"Baby Me Atende",5594505,"Matheus Fernandes, Dilsinho",77034,"['forro', 'sertanejo pop']",83,0.65,0.792,-3.825,0.0393,0.607,0.92,154.027,0.872,"F#/Gb",7,225672
68,"Ramenez la coupe à la maison",5576844,"Vegedream",1250353,"[]",0,0.808,0.66,-6.237,0.0395,0.0358,0.138,107.994,0.804,"C",6,235556
6,"What You Know Bout Love",5570735,"Pop Smoke",6837946,"['brooklyn drill']",85,0.709,0.548,-8.493,0.353,0.65,0.133,83.995,0.543,"A#/Bb",47,160000
19,"Runaway",5566150,"AURORA",1687399,"['art pop', 'norwegian pop']",77,0.521,0.277,-10.34,0.0356,0.634,0.103,115.01,0.13,"B",18,248827
121,"Red Light Green Light",5493760,"DaBaby",7593046,"['north carolina hip hop', 'rap']",84,0.933,0.656,-5.85,0.322,0.129,0.161,119.987,0.934,"D",5,159083
120,"Ball If I Want To",5478055,"DaBaby",7593046,"['north carolina hip hop', 'rap']",84,0.902,0.669,-5.049,0.457,0.161,0.0728,139.949,0.628,"C#/Db",5,112547
31,"Lucid Dreams",5477563,"Juice WRLD",19085118,"['chicago rap', 'melodic rap']",85,0.511,0.566,-7.23,0.2,0.349,0.34,83.903,0.218,"F#/Gb",83,239836
4,"Calling My Phone",5467753,"Lil Tjay, 6LACK",3553442,"['brooklyn drill', 'melodic rap', 'nyc rap']",85,0.907,0.393,-7.636,0.0539,0.451,0.135,104.949,0.202,"E",24,205458
13,"bad guy",5436286,"Billie Eilish",1250353,"[]",0,0.701,0.425,-10.965,0.375,0.328,0.1,135.128,0.562,"G",83,194088
59,"Cover Me In Sunshine",5434073,"P!nk, Willow Sage Hart",11477164,"['dance pop', 'pop', 'post-teen pop']",83,0.476,0.594,-6.879,0.135,0.0599,0.0785,159.702,0.314,"F",18,141050
7,"For The Night (feat. Lil Baby & DaBaby)",5431375,"Pop Smoke",6837946,"['brooklyn drill']",84,0.823,0.586,-6.606,0.2,0.114,0.193,125.971,0.347,"F#/Gb",56,190476
13,"1 step forward, 3 steps back",5420003,"Olivia Rodrigo",6266514,"['pop']",85,0.473,0.203,-12.627,0.102,0.941,0.126,168.884,0.419,"D",10,163587
1,"WAP (feat. Megan Thee Stallion)",5386268,"Cardi B",17353707,"['dance pop', 'pop', 'pop rap', 'rap']",84,0.935,0.454,-7.509,0.375,0.0194,0.0824,133.073,0.357,"C#/Db",51,187541
155,"Mr. Brightside",5382191,"The Killers",6118063,"['dance rock', 'modern rock', 'permanent wave', 'rock']",75,0.356,0.924,-3.74,0.0808,0.00101,0.0953,148.017,0.232,"C#/Db",22,222587
144,"Every Breath You Take",5379704,"The Police",4339245,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",83,0.82,0.452,-9.796,0.0348,0.543,0.0714,117.401,0.74,"C#/Db",27,253920
20,"Dreams - 2004 Remaster",5378971,"Fleetwood Mac",6930669,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",84,0.828,0.492,-9.744,0.0276,0.0644,0.128,120.151,0.789,"C",44,257800
94,"Say You Won't Let Go",5375426,"James Arthur",8441598,"['pop', 'post-teen pop', 'talent show', 'uk pop']",84,0.358,0.557,-7.398,0.059,0.695,0.0902,85.043,0.494,"A#/Bb",82,211467
110,"Wild Side (feat. Cardi B)",5366242,"Normani",1304510,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",75,0.74,0.576,-6.744,0.146,0.0249,0.104,110.095,0.315,"F#/Gb",2,209476
65,"Bout A Million (feat. 42 Dugg & 21 Savage)",5315734,"Pop Smoke",6837946,"['brooklyn drill']",81,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,0.411,"C",2,203586
72,"Demeanor (feat. Dua Lipa)",5245618,"Pop Smoke",6837946,"['brooklyn drill']",81,0.675,0.608,-6.934,0.103,0.336,0.11,99.865,0.728,"D#/Eb",2,184800
4,"death bed (coffee for your head)",5238547,"Powfu, beabadoobee",924083,"['sad rap']",85,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,0.348,"G#/Ab",76,173333
100,"Our Song",5235335,"Anne-Marie, Niall Horan",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",83,0.595,0.759,-4.245,0.0423,0.141,0.172,80.953,0.515,"B",9,163733
138,"Another One Bites The Dust - Remastered 2011",5204983,"Queen",35888760,"['classic rock', 'glam rock', 'rock']",74,0.933,0.528,-6.472,0.162,0.112,0.163,109.975,0.756,"F",22,214653
149,"One Dance",5178490,"Drake, WizKid, Kyla",56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",84,0.792,0.625,-5.609,0.0536,0.00776,0.329,103.967,0.37,"C#/Db",14,173987
15,"Adore You",5166847,"Harry Styles",16112621,"['pop', 'post-teen pop']",84,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048,0.569,"G#/Ab",83,207133
181,"As the World Caves In",5145493,"Sarah Cothran",180723,"[]",71,0.422,0.25,-6.836,0.0351,0.441,0.35,124.026,0.246,"C",4,161613
183,"Fancy Like",5145432,"Walker Hayes",304995,"['contemporary country', 'country', 'country road', 'modern country rock']",83,0.649,0.76,-6.487,0.0574,0.114,0.317,80.018,0.843,"C#/Db",1,161853
184,"Cúrame",5104206,"Rauw Alejandro",6080597,"['puerto rican pop', 'trap latino']",85,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,0.262,"A",1,164706
110,"All of Me",5103014,"John Legend",5799137,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",84,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,0.331,"G#/Ab",78,269560
80,"Martin & Gina",5098609,"Polo G",4840346,"['chicago rap']",85,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,0.116,"C#/Db",41,132833
40,"Dior",5092354,"Pop Smoke",6837946,"['brooklyn drill']",83,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,0.648,"G",65,216387
45,"Best Friend (feat. Doja Cat)",5090062,"Saweetie",1254432,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",83,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,0.402,"E",29,155884
52,"The Hills",5068864,"The Weeknd",35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",84,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,0.137,"C",22,242253
5,"Good Days",5065132,"SZA",5881963,"['pop', 'pop rap', 'r&b']",84,0.436,0.655,-8.37,0.0583,0.499,0.688,121.002,0.412,"C#/Db",31,279204
191,"Kiss My (Uh Oh)",5063181,"Anne-Marie, Little Mix",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",78,0.638,0.878,-3.639,0.0484,0.0151,0.308,103.948,0.481,"F",1,176800
64,"De Museo",5016125,"Bad Bunny",36142273,"['latin', 'reggaeton', 'trap latino']",83,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,0.231,"E",3,209771
41,"7 rings",5002227,"Ariana Grande",67158068,"['dance pop', 'pop', 'post-teen pop']",85,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,0.327,"C#/Db",81,178627
194,"Chosen (feat. Ty Dolla $ign)",4992405,"Blxst, Tyga",167628,"[]",84,0.571,0.767,-5.16,0.287,0.336,0.0809,93.421,0.605,"D",1,161684
149,"Não Nasceu pra Namorar",4978559,"MC Zaquin, MC Rick",130627,"['funk bh', 'funk carioca']",84,0.525,0.448,-4.075,0.0443,0.14,0.0922,83.406,0.527,"C#/Db",5,140308
8,"Breaking Me",4977498,"Topic, A7S",151832,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",84,0.789,0.72,-5.652,0.218,0.223,0.129,122.031,0.664,"G#/Ab",71,166794
197,"penhasco.",4973937,"Luísa Sonza",1909059,"['funk carioca', 'pop nacional']",80,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,0.382,"G#/Ab",1,186121
58,"Late At Night",4954899,"Roddy Ricch",6603627,"['melodic rap', 'rap', 'trap']",84,0.643,0.403,-11.254,0.41,0.343,0.138,98.54,0.111,"C#/Db",8,174682
199,"Verdansk",4950275,"Dave",1427540,"['uk hip hop']",77,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,0.536,"D",1,182285
172,"The Real Slim Shady",4948965,"Eminem",46785561,"['detroit hip hop', 'hip hop', 'rap']",84,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,0.76,"F",12,284200
66,"Tell The Vision (feat. Kanye West & Pusha T)",8859168,"Pop Smoke",6837946,"['brooklyn drill']",57,0.662,0.686,-8.302,0.332,0.251,0.349,143.971,0.678,"G",1,215000
87,"Woo Baby (feat. Chris Brown)",7371935,"Pop Smoke",6837946,"['brooklyn drill']",56,0.563,0.672,-7.226,0.0765,0.359,0.0972,99.772,0.284,"A",1,156000
116,"Holy Smokes",6464206,"Trippie Redd, Lil Uzi Vert",6430522,"['melodic rap', 'rap', 'trap']",79,0.437,0.527,-6.967,0.465,0.185,0.153,187.815,0.701,"F#/Gb",1,181714
127,"More Time",6238351,"Pop Smoke",6837946,"['brooklyn drill']",55,0.628,0.581,-8.377,0.188,0.46,0.152,145.396,0.259,"D",1,120828
129,"Coupe",6161664,"Pop Smoke",6837946,"['brooklyn drill']",54,0.912,0.589,-7.476,0.2,0.0332,0.0795,135.921,0.486,"G#/Ab",1,123549
76,"Holiday",5883145,"KSI",2008516,"['uk hip hop']",81,0.356,0.684,-7.347,0.0878,0.152,0.101,87.188,0.347,"G#/Ab",4,193733
150,"Manslaughter (feat. Rick Ross & The-Dream)",5822266,"Pop Smoke",6837946,"['brooklyn drill']",55,0.441,0.623,-7.331,0.0414,0.135,0.14,78.082,0.285,"C#/Db",1,249231
159,"Genius (feat. Lil Tjay & Swae Lee)",5702636,"Pop Smoke",6837946,"['brooklyn drill']",53,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,0.396,"D",1,208112
22,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)",5696113,"Tyler, The Creator",6777818,"['hip hop', 'rap']",84,0.493,0.653,-5.666,0.0466,0.269,0.511,142.347,0.852,"C",4,121573
105,"Sommergewitter",5627519,"Pashanim",208554,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",84,0.787,0.531,-10.569,0.101,0.132,0.112,91.996,0.721,"B",4,138533
17,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125,"Tion Wayne, Russ Millions",323203,"['london rap']",84,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,0.73,"B",12,278085
180,"Brush Em (feat. Rah Swish)",5335271,"Pop Smoke",6837946,"['brooklyn drill']",54,0.654,0.724,-6.59,0.355,0.106,0.655,71.696,0.717,"D#/Eb",1,150449
13,"AM",5288927,"Nio Garcia, Flow La Movie",2123734,"['latin', 'reggaeton', 'trap latino']",85,0.83,0.517,-6.416,0.333,0.399,0.0916,171.959,0.616,"F#/Gb",15,182496
175,"MI FAI IMPAZZIRE",5242097,"BLANCO, Sfera Ebbasta",127364,"['italian hip hop', 'italian pop']",83,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,0.203,"B",4,220235
20,"Ride It",5235088,"Regard",152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",84,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948,0.884,"G",82,157606
15,"Lost Cause",5203319,"Billie Eilish",1250353,"[]",0,0.671,0.336,-8.494,0.241,0.705,0.0577,75.051,0.518,"A#/Bb",7,212496
193,"Shot in the Dark",5173308,"John Mayer",5178156,"['neo mellow', 'pop rock', 'singer-songwriter']",76,0.741,0.556,-9.184,0.0266,0.0629,0.103,122.008,0.587,"D",1,249080
71,"Wrecked",5150909,"Imagine Dragons",35285425,"['modern rock', 'pop', 'rock']",83,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,0.229,"C",3,244005
79,"Bipolar",5116589,"Mc Davi, Mc Pedrinho, Mc Don Juan",2586114,"['funk carioca', 'funk ostentacao', 'funk paulista']",84,0.601,0.36,-7.791,0.0877,0.586,0.0882,124.993,0.335,"A",11,276480
122,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",5110475,"Internet Money",411579,"['pop rap', 'rap', 'trap']",84,0.792,0.707,-5.218,0.0623,0.116,0.12,134.997,0.408,"G",5,224042
75,"Follow You",5097187,"Imagine Dragons",35285425,"['modern rock', 'pop', 'rock']",84,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,0.489,"A",19,175644
22,"We're Good",6318660,"Dua Lipa",27142474,"['dance pop', 'pop', 'uk pop']",83,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,0.59,"F#/Gb",22,165507
4,"Life Goes On",6142975,"BTS",37106176,"['k-pop', 'k-pop boy group']",84,0.566,0.716,-5.733,0.0424,0.00691,0.37,81.068,0.45,"C#/Db",29,207481
28,"911",6111108,"Sech",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",89,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,0.784,"G",23,208631
17,"Baila Conmigo (with Rauw Alejandro)",5588217,"Selena Gomez",28909504,"['dance pop', 'pop', 'post-teen pop']",84,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,0.664,"F",24,186088
164,"The Jackie (with J. Cole & Lil Tjay)",5454994,"Bas",386757,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",76,0.784,0.474,-6.139,0.0524,0.333,0.278,128.012,0.64,"G#/Ab",1,204434
22,"hope ur ok",5435614,"Olivia Rodrigo",6266514,"['pop']",84,0.443,0.298,-12.181,0.0644,0.388,0.103,77.253,0.172,"C",8,209560
169,"Faz Amor Comigo Só Hoje - Ao Vivo",5269757,"Israel & Rodolffo, Wesley Safadão",1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",82,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,0.884,"C#/Db",2,148228
80,"Alcohol-Free",5259503,"TWICE",9987114,"['k-pop', 'k-pop girl group']",82,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,0.702,"G#/Ab",5,210573
184,"WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix",5186354,"BIA",151870,"['escape room', 'r&b', 'rap latina', 'trap queen']",80,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,0.591,"C#/Db",1,229601
187,"Memory",5173178,"Kane Brown, blackbear",3507622,"['contemporary country', 'country road']",80,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,0.845,"A",1,153338
183,"Me Fije",5068677,"Alex Rose, Rauw Alejandro",2166191,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",83,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,0.735,"G",4,202307
71,"Volta Bebê, Volta Neném",5041120,"Dj Guuga, DJ Ivis",608109,"['funk carioca', 'funk paulista', 'rave funk']",79,0.583,0.918,-3.612,0.0518,0.288,0.0701,164.081,0.836,"F#/Gb",13,172973
95,"Aloha",5036030,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",84,0.807,0.712,-5.757,0.1,0.532,0.163,100.004,0.792,"C#/Db",13,241659
184,"Sexo Virtual",4975786,"Rauw Alejandro",6080597,"['puerto rican pop', 'trap latino']",82,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,0.425,"G#/Ab",2,208292
141,"Closer",4954679,"The Chainsmokers, Halsey",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",84,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01,0.661,"G#/Ab",32,244960
194,"Wonderwall - Remastered",4938180,"Oasis",6475631,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",78,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,0.434,"D",4,258773
101,"Wasting Time ( feat. Drake )",6731106,"Brent Faiyaz",1724414,"['dmv rap', 'pop', 'r&b', 'rap']",78,0.652,0.717,-3.751,0.0581,0.0694,0.0906,89.982,0.377,"G",1,301304
55,"I Don't Do Drugs (feat. Ariana Grande)",5912293,"Doja Cat",8640063,"['dance pop', 'pop']",80,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,0.45,"F",2,188893
132,"Renegade (feat. Taylor Swift)",5876058,"Big Red Machine",98503,"['eau claire indie', 'folktronica']",77,0.532,0.708,-8.121,0.0505,0.435,0.107,167.977,0.586,"C",1,254467
40,"JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)",5392334,"Tyler, The Creator",6777818,"['hip hop', 'rap']",80,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,0.62,"B",2,146419
152,"All Eyes On Me",5347263,"Bo Burnham",1042079,"['comic']",81,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,0.141,"F#/Gb",2,302951
101,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)",5321544,"DJ Khaled",6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,0.227,"D",3,236524
72,"Dick (feat. Doja Cat)",5258628,"StarBoi3",17202,"[]",83,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,0.474,"A",10,175238
25,"Solar Power",5234112,"Lorde",8083566,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",81,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,0.897,"E",4,192621
4,"Your Power",5135380,"Billie Eilish",47014200,"['electropop', 'pop']",81,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,0.208,"A",10,245897
189,"Lieben wir",5029898,"Shirin David",558345,"['frauenrap', 'german hip hop', 'german pop']",77,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,0.806,"A#/Bb",1,155363
8,"Whoopty",5013017,"CJ",180454,"['nyc rap']",81,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,0.66,"D#/Eb",37,123263
55,"Batom de Cereja - Ao Vivo",5011753,"Israel & Rodolffo",1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",83,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,0.798,"F#/Gb",17,140942
11,"Prisoner (feat. Dua Lipa)",5005018,"Miley Cyrus",15770302,"['dance pop', 'pop', 'post-teen pop']",79,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,0.595,"D#/Eb",33,169333
136,"Stereo Hearts (feat. Adam Levine)",4992345,"Gym Class Heroes",1275345,"['dance pop', 'pop rap']",82,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,0.796,"A",15,210960
32,"Reloj",4980155,"Rauw Alejandro, Anuel AA",6080597,"['puerto rican pop', 'trap latino']",79,0.823,0.537,-2.639,0.209,0.176,0.123,175.946,0.615,"G#/Ab",36,231595
81,"malibu",4973063,"sangiovanni",384097,"[]",82,0.733,0.736,-5.123,0.111,0.028,0.131,147.897,0.669,"G",8,166216
101,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",4965913,"Bizarrap, Eladio Carrion",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",81,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,0.839,"F",4,164896
117,"Do I Wanna Know?",4938586,"Arctic Monkeys",12369079,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",84,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,0.405,"F",27,272394
43,"LUMBERJACK",11756283,"Tyler, The Creator",6777818,"['hip hop', 'rap']",76,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,0.433,"A",2,138312
47,"LEMONHEAD (feat. 42 Dugg)",11380679,"Tyler, The Creator",6777818,"['hip hop', 'rap']",78,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,0.487,"C#/Db",1,130980
59,"HOT WIND BLOWS (feat. Lil Wayne)",9889197,"Tyler, The Creator",6777818,"['hip hop', 'rap']",77,0.371,0.75,-5.382,0.402,0.601,0.482,173.456,0.729,"G",1,155293
63,"CORSO",9503981,"Tyler, The Creator",6777818,"['hip hop', 'rap']",77,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,0.745,"A#/Bb",1,146482
69,"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)",9142721,"Tyler, The Creator",6777818,"['hip hop', 'rap']",79,0.468,0.652,-4.912,0.0722,0.333,0.55,140.223,0.39,"C",1,588139
73,"SIR BAUDELAIRE (feat. DJ Drama)",8884283,"Tyler, The Creator",6777818,"['hip hop', 'rap']",75,0.467,0.635,-6.115,0.154,0.314,0.844,127.596,0.51,"G",1,88625
82,"MASSA",8218423,"Tyler, The Creator",6777818,"['hip hop', 'rap']",74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,0.46,"C#/Db",1,223719
85,"RUNITUP (feat. Teezo Touchdown)",7917707,"Tyler, The Creator",6777818,"['hip hop', 'rap']",75,0.665,0.469,-7.778,0.13,0.565,0.219,115.852,0.142,"A#/Bb",1,229565
108,"MANIFESTO (feat. Domo Genesis)",6988886,"Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.454,0.866,-5.348,0.391,0.121,0.167,92.463,0.518,"D",1,175123
121,"Get Into It (Yuh)",6503281,"Doja Cat",8640063,"['dance pop', 'pop']",80,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,0.793,"G#/Ab",1,138293
132,"WILSHIRE",6268542,"Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.555,0.712,-7.446,0.323,0.0451,0.182,78.958,0.555,"C#/Db",1,515865
141,"RISE! (feat. DAISY WORLD)",6034281,"Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.766,0.814,-3.367,0.0733,0.044,0.195,108.07,0.481,"D",1,203588
165,"Naked",5527865,"Doja Cat",8640063,"['dance pop', 'pop']",75,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,0.536,"G",1,223560
50,"Having Our Way (feat. Drake)",5424579,"Migos",11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",79,0.927,0.538,-3.917,0.116,0.0312,0.0945,125.983,0.221,"C#/Db",3,278191
176,"Payday (feat. Young Thug)",5393789,"Doja Cat",8640063,"['dance pop', 'pop']",73,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,0.558,"C#/Db",1,212947
179,"Been Like This",5362817,"Doja Cat",8640063,"['dance pop', 'pop']",74,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,0.176,"A#/Bb",1,177373
138,"MILLE (feat. Orietta Berti)",5341887,"Fedez, Achille Lauro",1650683,"['italian adult pop', 'italian pop']",82,0.527,0.764,-4.297,0.322,0.016,0.0273,184.339,0.829,"D",3,175924
10,"UN DIA (ONE DAY) (Feat. Tainy)",5203364,"J Balvin, Dua Lipa, Bad Bunny",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",83,0.571,0.693,-8.234,0.0545,0.00536,0.173,168.169,0.393,"F#/Gb",49,232253
1,"Savage Love (Laxed - Siren Beat)",5108950,"Jawsh 685, Jason Derulo",100604,"['nz pop']",82,0.767,0.481,-8.52,0.0803,0.234,0.269,150.076,0.761,"C",55,171375
59,"Poblado",6893939,"Crissin, Totoy El Frio, Natan & Shander",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",89,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,0.646,"D#/Eb",6,393280
17,"Hecha Pa' Mi",6308369,"Boza",278679,"['reggaeton']",83,0.725,0.756,-5.013,0.0572,0.362,0.103,100.07,0.828,"E",30,186133
146,"working",5666770,"Tate McRae, Khalid",1647262,"['alt z', 'dance pop', 'pop', 'post-teen pop']",80,0.783,0.435,-7.78,0.0588,0.282,0.0833,106.974,0.512,"G",1,210220
